iteration,reward_mean,length_mean,games,loss
283000,5.5,8.5,8,0.020441556349396706
283500,10.12,13.12,8,0.027225924655795097
284000,5.25,8.25,8,0.08871383965015411
284500,3.78,6.78,9,0.1746024638414383
285000,8.25,11.25,8,0.1647403985261917
285500,5.62,8.62,8,0.1840158849954605
286000,7.75,10.75,8,0.2061057984828949
286500,9.62,12.62,8,0.04579252004623413
287000,5.25,8.25,8,0.03639747202396393
287500,11.12,14.12,8,0.05224942788481712
288000,5.38,8.38,8,0.02767704240977764
288500,7.38,10.38,8,0.14163509011268616
289000,8.5,11.5,8,0.2707027196884155
289500,5.75,8.75,8,0.03172750771045685
290000,7.0,10.0,8,0.09573277831077576
290500,7.62,10.62,8,0.3122944235801697
291000,8.12,11.12,8,0.025769205763936043
291500,12.38,15.38,8,0.03552719205617905
292000,13.25,16.25,8,0.03300182521343231
292500,12.38,15.38,8,0.06200176477432251
293000,9.25,12.25,8,0.02531714178621769
293500,8.25,11.25,8,0.08530860394239426
294000,8.75,11.75,8,0.08869136869907379
294500,9.75,12.75,8,0.03765735775232315
295000,9.75,12.75,8,0.09777117520570755
295500,9.62,12.62,8,0.05478329956531525
296000,7.5,10.5,8,0.042772967368364334
296500,5.75,8.75,8,0.016463223844766617
297000,6.62,9.62,8,0.07964733988046646
297500,5.62,8.62,8,0.02670026198029518
298000,11.38,14.38,8,0.057418085634708405
298500,7.62,10.62,8,0.045611459761857986
299000,12.12,15.12,8,0.025802940130233765
299500,1.38,4.38,8,0.08549544960260391
300000,5.75,8.75,8,0.10772483795881271
300500,4.75,7.75,8,0.23392412066459656
301000,8.0,11.0,8,0.11906088143587112
301500,6.88,9.88,8,0.04438387602567673
302000,9.38,12.38,8,0.03223812207579613
302500,3.62,6.62,8,0.14229798316955566
303000,7.75,10.75,8,0.023272184655070305
303500,8.88,11.88,8,0.07875338941812515
304000,7.25,10.25,8,0.35132378339767456
304500,4.62,7.62,8,0.04814833775162697
305000,9.75,12.75,8,0.14763346314430237
305500,8.25,11.25,8,0.1824921816587448
306000,2.75,5.75,8,0.0930454209446907
306500,8.75,11.75,8,0.20124323666095734
307000,9.62,12.62,8,0.09476643800735474
307500,9.62,12.62,8,0.034961480647325516
308000,9.62,12.62,8,0.02952173538506031
308500,10.88,13.88,8,0.135074645280838
309000,8.12,11.12,8,0.1130869910120964
309500,8.12,11.12,8,0.11353770643472672
310000,11.0,14.0,8,0.0300828255712986
310500,3.5,6.5,8,0.04433063417673111
311000,6.75,9.75,8,0.0825992077589035
311500,8.11,11.11,9,0.16068035364151
312000,11.12,14.12,8,0.0414179265499115
312500,6.12,9.12,8,0.06321123987436295
313000,8.5,11.5,8,0.0352131724357605
313500,7.25,10.25,8,0.023612163960933685
314000,8.88,11.88,8,0.14924082159996033
314500,13.0,16.0,8,0.12347643822431564
315000,7.12,10.12,8,0.27008891105651855
315500,6.62,9.62,8,0.02097502537071705
316000,9.0,12.0,8,0.051056791096925735
316500,3.88,6.88,8,0.07851046323776245
